Time,Temperature,Humidity
2014-12-17 22:02:57.066639,19.100000381469727,44.099998474121094
2014-12-17 22:03:29.539215,19.100000381469727,44.20000076293945
2014-12-17 22:04:02.316268,19.0,44.099998474121094
2014-12-17 22:04:34.948199,19.0,44.099998474121094
2014-12-17 22:05:10.056971,19.0,44.099998474121094
2014-12-17 22:05:42.195265,19.0,44.099998474121094
2014-12-17 22:06:14.185105,19.0,44.0
2014-12-17 22:06:51.609012,19.0,44.0
2014-12-17 22:07:23.800065,19.0,44.099998474121094
2014-12-17 22:07:55.873599,19.0,44.0
2014-12-17 22:08:30.564069,19.0,44.0
2014-12-17 22:09:03.160086,19.0,44.0
2014-12-17 22:09:38.149133,19.0,43.900001525878906
2014-12-17 22:10:10.187340,19.100000381469727,44.099998474121094
2014-12-17 22:10:47.162477,19.0,44.0
2014-12-17 22:11:19.239570,19.100000381469727,44.099998474121094
2014-12-17 22:11:51.509070,19.0,44.0
2014-12-17 22:12:23.660028,19.0,44.099998474121094
2014-12-17 22:12:56.022688,19.0,44.099998474121094
2014-12-17 22:13:30.276987,19.0,44.099998474121094
2014-12-17 22:14:02.661223,19.0,44.099998474121094
2014-12-17 22:14:35.064619,19.0,44.099998474121094
2014-12-17 22:15:12.146720,19.0,44.0
2014-12-17 22:15:44.090135,19.100000381469727,44.099998474121094
2014-12-17 22:16:16.429966,19.100000381469727,44.0
2014-12-17 22:16:48.465486,19.100000381469727,44.0
2014-12-17 22:17:20.867593,19.0,43.900001525878906
2014-12-17 22:17:52.922401,19.0,43.79999923706055
2014-12-17 22:18:25.133665,19.0,43.79999923706055
2014-12-17 22:19:02.440450,19.0,43.79999923706055
2014-12-17 22:19:34.557174,19.0,43.79999923706055
2014-12-17 22:20:06.917720,19.100000381469727,43.79999923706055
2014-12-17 22:20:39.980937,19.100000381469727,43.900001525878906
2014-12-17 22:21:12.263820,19.100000381469727,43.900001525878906
2014-12-17 22:21:44.620230,19.100000381469727,43.900001525878906
2014-12-17 22:22:19.156619,19.100000381469727,43.900001525878906
2014-12-17 22:22:51.282538,19.0,43.79999923706055
2014-12-17 22:23:23.351004,19.100000381469727,43.900001525878906
2014-12-17 22:23:55.387415,19.100000381469727,43.900001525878906
2014-12-17 22:24:30.083306,19.0,43.79999923706055
2014-12-17 22:25:02.870110,19.0,43.79999923706055
2014-12-17 22:25:35.327910,19.0,43.79999923706055
2014-12-17 22:26:07.508118,19.100000381469727,43.900001525878906
2014-12-17 22:26:40.167159,19.0,43.900001525878906
2014-12-17 22:27:12.402082,19.0,43.900001525878906
2014-12-17 22:27:44.840124,19.0,43.900001525878906
2014-12-17 22:28:17.341178,19.0,43.900001525878906
2014-12-17 22:28:49.931765,19.0,43.900001525878906
2014-12-17 22:29:22.230143,19.0,43.900001525878906
2014-12-17 22:29:54.644475,19.0,43.900001525878906
2014-12-17 22:30:27.073526,19.0,44.0
2014-12-17 22:30:59.424317,19.0,43.900001525878906
2014-12-17 22:31:34.559986,19.0,43.900001525878906
2014-12-17 22:32:06.710562,19.0,43.900001525878906
2014-12-17 22:32:38.781670,19.0,43.900001525878906
2014-12-17 22:33:16.583277,19.0,43.900001525878906
2014-12-17 22:33:49.208361,19.0,43.900001525878906
2014-12-17 22:34:24.284122,19.0,43.900001525878906
2014-12-17 22:34:56.721238,19.0,43.900001525878906
2014-12-17 22:35:29.251464,19.0,43.900001525878906
2014-12-17 22:36:01.550413,19.0,43.900001525878906
2014-12-17 22:36:33.579072,19.0,43.900001525878906
2014-12-17 22:37:08.720346,19.0,43.900001525878906
2014-12-17 22:37:41.361288,19.0,43.900001525878906
2014-12-17 22:38:13.920120,19.0,43.900001525878906
2014-12-17 22:38:51.124091,19.0,43.900001525878906
2014-12-17 22:39:23.361451,19.0,43.900001525878906
2014-12-17 22:39:55.697492,19.0,43.900001525878906
2014-12-17 22:40:28.302392,19.0,43.900001525878906
2014-12-17 22:41:01.750300,19.0,43.900001525878906
2014-12-17 22:41:34.255776,19.0,43.900001525878906
2014-12-17 22:42:06.447674,19.0,43.900001525878906
2014-12-17 22:42:39.023018,19.0,43.70000076293945
2014-12-17 22:43:11.493953,19.0,44.0
2014-12-17 22:43:44.263541,19.0,44.0
2014-12-17 22:44:16.546201,19.0,43.79999923706055
2014-12-17 22:44:49.183217,19.0,43.79999923706055
2014-12-17 22:45:21.173954,19.0,43.79999923706055
2014-12-17 22:45:55.831579,19.0,43.70000076293945
2014-12-17 22:46:27.850081,19.0,43.70000076293945
2014-12-17 22:46:59.929975,19.100000381469727,43.70000076293945
2014-12-17 22:47:32.173281,19.0,43.599998474121094
2014-12-17 22:48:04.134684,19.0,43.599998474121094
2014-12-17 22:48:36.183280,19.100000381469727,43.70000076293945
2014-12-17 22:49:08.272334,19.100000381469727,43.70000076293945
2014-12-17 22:49:40.256930,19.0,43.599998474121094
2014-12-17 22:50:12.235141,19.100000381469727,43.599998474121094
2014-12-17 22:50:44.283758,19.100000381469727,43.599998474121094
2014-12-17 22:51:16.212671,19.100000381469727,43.900001525878906
2014-12-17 22:51:50.698350,19.100000381469727,43.900001525878906
2014-12-17 22:52:22.718932,19.100000381469727,46.900001525878906
2014-12-17 22:52:55.117525,19.100000381469727,45.400001525878906
2014-12-17 22:53:27.116489,19.200000762939453,45.900001525878906
2014-12-17 22:53:59.099753,19.200000762939453,45.20000076293945
2014-12-17 22:54:33.646997,19.200000762939453,44.79999923706055
2014-12-17 22:55:05.591762,19.200000762939453,44.5
2014-12-17 22:55:42.780048,19.200000762939453,45.20000076293945
2014-12-17 22:56:15.145441,19.299999237060547,47.70000076293945
2014-12-17 22:56:47.173699,19.299999237060547,47.0
2014-12-17 22:57:19.360045,19.399999618530273,49.79999923706055
2014-12-17 22:57:51.362326,19.399999618530273,49.400001525878906
2014-12-17 22:58:23.503249,19.399999618530273,50.5
2014-12-17 22:58:55.500077,19.399999618530273,49.900001525878906
2014-12-17 22:59:27.471384,19.399999618530273,50.70000076293945
2014-12-17 22:59:59.466457,19.5,50.79999923706055
2014-12-17 23:00:31.466714,19.600000381469727,50.5
2014-12-17 23:01:03.470655,19.5,50.5
2014-12-17 23:01:35.457530,19.5,50.400001525878906
2014-12-17 23:02:07.415117,19.600000381469727,50.20000076293945
2014-12-17 23:02:39.433874,19.5,50.29999923706055
2014-12-17 23:03:16.448480,19.5,50.599998474121094
